session_id,services,services_str
583_2025-10-12 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
584_2023-02-04 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
584_2023-02-15 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
584_2023-03-14 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
584_2023-06-26 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
584_2023-10-24 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
584_2024-05-01 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
584_2024-05-02 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
584_2024-06-12 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
584_2024-11-14 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
584_2024-12-13 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
584_2025-01-05 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
584_2025-04-27 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
585_2023-04-01 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
585_2023-06-25 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
585_2023-09-16 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
585_2023-10-06 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
585_2024-02-29 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
585_2024-06-17 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
585_2024-10-19 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
585_2024-11-03 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
585_2025-03-10 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
585_2025-04-16 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
585_2025-09-07 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
585_2025-10-20 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
586_2023-01-09 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
586_2023-02-09 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
586_2023-09-26 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
586_2024-04-30 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
586_2024-06-09 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
586_2024-06-13 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
586_2025-02-01 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
586_2025-02-24 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
586_2025-03-25 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
586_2025-11-06 15:00:00,"[20, 17, 6, 9, 4]","20,17,6,9,4"
587_2022-11-16 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
587_2024-01-13 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
587_2024-02-03 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
587_2024-02-06 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
587_2025-06-27 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
588_2023-09-25 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
588_2023-12-19 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
588_2024-03-11 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
588_2024-05-28 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
588_2024-09-11 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
588_2025-02-01 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
588_2025-07-21 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
589_2022-11-17 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
589_2023-03-06 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
589_2023-06-17 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
589_2024-03-29 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
589_2025-01-08 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
589_2025-08-06 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
58_2023-02-04 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
58_2023-02-18 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
58_2023-03-21 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
58_2023-07-12 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
58_2023-08-13 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
58_2023-08-17 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
58_2024-08-06 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
58_2025-03-05 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
590_2023-05-12 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
590_2023-08-10 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
590_2024-01-16 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
590_2024-02-05 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
590_2024-05-27 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
590_2024-05-30 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
590_2025-02-18 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
590_2025-04-15 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
591_2023-04-10 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
591_2024-01-25 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
591_2024-09-08 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
591_2024-09-25 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
591_2025-03-10 15:00:00,"[20, 17, 6, 9, 7]","20,17,6,9,7"
591_2025-09-10 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
592_2023-01-22 15:00:00,"[20, 17, 6, 9, 13]","20,17,6,9,13"
592_2024-02-03 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
592_2024-05-02 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
592_2024-07-01 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
592_2024-12-28 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
592_2025-02-25 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
592_2025-05-24 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
592_2025-08-02 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
593_2023-01-29 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
593_2024-01-02 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
593_2024-05-29 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
593_2024-06-18 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
593_2024-07-05 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
593_2024-07-20 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
593_2025-01-19 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
593_2025-05-09 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
593_2025-05-15 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
593_2025-07-16 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
593_2025-08-12 15:00:00,"[20, 17, 6, 9, 16]","20,17,6,9,16"
593_2025-08-30 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
593_2025-09-02 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
593_2025-10-08 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
594_2022-12-26 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
594_2023-01-13 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
594_2023-03-19 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
594_2023-06-26 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
594_2023-06-28 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
594_2023-09-07 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
594_2023-11-21 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
594_2023-12-31 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
594_2024-02-13 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
594_2024-03-10 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
594_2024-04-28 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
594_2024-05-09 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
594_2024-05-19 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
594_2024-05-21 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
594_2024-11-18 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
594_2024-11-20 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
594_2025-02-16 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
594_2025-07-01 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
595_2023-05-25 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
595_2024-06-19 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
595_2024-08-16 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
595_2024-08-21 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
595_2025-01-04 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
596_2023-06-04 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
596_2024-03-17 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
596_2024-12-17 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
596_2025-04-18 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
596_2025-04-24 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
596_2025-10-26 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
597_2023-04-22 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
597_2023-05-24 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
597_2024-01-13 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
597_2024-09-09 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
597_2024-12-12 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
597_2025-01-14 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
597_2025-03-11 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
597_2025-04-12 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
597_2025-10-10 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
598_2022-12-12 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
598_2023-01-22 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
598_2023-07-13 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
598_2024-01-06 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
598_2024-10-04 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
598_2025-02-23 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
598_2025-03-10 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
598_2025-03-20 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
598_2025-05-07 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
598_2025-06-01 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
598_2025-06-29 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
598_2025-11-10 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
599_2023-05-10 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
599_2023-12-06 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
599_2024-09-12 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
599_2024-11-06 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
599_2024-12-12 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
599_2025-01-13 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
599_2025-04-22 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
599_2025-06-21 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
59_2023-02-27 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
59_2023-04-12 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
59_2023-09-20 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
59_2024-04-22 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
59_2024-11-13 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
59_2025-02-04 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
59_2025-06-17 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
5_2022-11-26 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
5_2023-09-12 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
5_2023-10-21 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
5_2024-05-09 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
5_2024-07-10 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
5_2024-07-24 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
5_2024-10-04 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
5_2024-11-12 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
5_2024-11-14 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
5_2025-01-29 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
5_2025-06-15 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
5_2025-07-31 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
600_2022-12-09 15:00:00,"[20, 17, 6, 9, 19]","20,17,6,9,19"
600_2023-03-30 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
600_2023-10-04 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
600_2023-12-05 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
600_2024-07-26 15:00:00,"[20, 17, 6, 9, 12]","20,17,6,9,12"
600_2024-12-15 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
600_2024-12-19 15:00:00,"[20, 17, 6, 9, 15]","20,17,6,9,15"
600_2025-02-13 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
600_2025-07-05 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
600_2025-08-20 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
600_2025-10-06 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
601_2023-04-08 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
601_2023-05-25 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
601_2023-09-12 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
601_2023-11-02 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
601_2024-02-09 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
601_2024-04-02 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
601_2024-11-25 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
601_2025-03-29 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
601_2025-07-06 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
602_2022-11-24 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
602_2022-12-07 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
602_2023-05-26 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
602_2023-06-27 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
602_2023-08-18 15:00:00,"[20, 17, 6, 9, 2]","20,17,6,9,2"
602_2024-01-24 15:00:00,"[20, 17, 6, 9, 18]","20,17,6,9,18"
602_2024-07-01 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
602_2025-04-09 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
602_2025-04-19 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
602_2025-05-23 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
602_2025-08-29 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
603_2023-06-19 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
603_2023-07-23 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
603_2024-01-13 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
603_2024-10-07 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
603_2024-12-03 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
603_2025-02-05 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
603_2025-05-27 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
603_2025-07-27 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
603_2025-08-16 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
603_2025-11-03 15:00:00,"[20, 17, 6, 9, 3]","20,17,6,9,3"
604_2023-04-18 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
604_2024-05-16 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
604_2025-01-30 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
604_2025-03-07 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
604_2025-04-02 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
604_2025-06-09 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
604_2025-06-18 15:00:00,"[20, 17, 6, 9, 13]","20,17,6,9,13"
604_2025-10-06 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
605_2022-11-16 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
605_2023-01-15 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
605_2023-03-02 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
605_2023-04-21 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
605_2023-10-07 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
605_2023-10-26 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
605_2024-02-10 15:00:00,"[20, 17, 6, 9, 11]","20,17,6,9,11"
605_2024-06-06 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
605_2025-04-05 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
606_2022-11-26 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
606_2022-12-13 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
606_2022-12-19 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
606_2023-02-05 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
606_2023-02-24 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
606_2023-06-26 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
606_2023-12-02 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
606_2025-08-08 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
606_2025-08-28 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
606_2025-09-01 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
607_2023-04-26 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
607_2023-07-01 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
607_2023-07-13 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
607_2023-07-14 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
607_2023-08-17 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
607_2023-10-15 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
607_2025-01-20 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
607_2025-03-14 15:00:00,"[20, 17, 6, 9, 13]","20,17,6,9,13"
607_2025-03-30 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
607_2025-04-18 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
607_2025-07-08 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
607_2025-11-13 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
608_2023-04-16 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
608_2023-10-08 15:00:00,"[20, 17, 6, 9, 4]","20,17,6,9,4"
608_2023-11-04 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
608_2023-11-22 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
608_2024-12-10 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
608_2025-03-18 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
608_2025-03-28 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
608_2025-03-29 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
608_2025-03-30 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
608_2025-05-23 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
609_2022-11-14 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
609_2022-12-11 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
609_2023-01-01 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
609_2025-06-01 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
609_2025-08-14 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
60_2022-11-26 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
60_2023-05-06 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
60_2023-12-08 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
60_2024-03-21 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
60_2024-07-20 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
60_2024-11-04 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
60_2025-01-03 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
60_2025-01-08 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
60_2025-04-11 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
60_2025-07-01 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
60_2025-09-26 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
610_2023-03-19 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
610_2023-05-04 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
610_2023-08-16 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
610_2023-10-08 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
610_2023-10-22 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
610_2024-05-02 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
610_2024-05-21 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
610_2024-05-31 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
610_2024-06-18 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
610_2024-07-09 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
610_2024-07-13 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
610_2024-08-09 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
610_2025-08-28 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
610_2025-10-19 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
610_2025-11-11 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
611_2023-05-11 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
611_2023-05-22 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
611_2023-06-04 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
611_2023-06-18 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
611_2023-07-14 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
611_2023-10-19 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
611_2023-11-26 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
611_2024-02-09 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
611_2024-03-02 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
611_2024-04-01 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
611_2024-05-22 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
611_2024-11-07 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
611_2024-12-12 15:00:00,"[20, 17, 6, 9, 15]","20,17,6,9,15"
611_2025-03-27 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
611_2025-07-26 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
611_2025-10-05 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
612_2023-02-11 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
612_2024-02-08 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
612_2024-04-01 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
612_2024-07-01 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
612_2024-10-17 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
612_2024-11-06 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
612_2025-04-25 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
613_2022-12-19 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
613_2023-05-18 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
613_2023-09-18 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
613_2023-10-04 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
613_2024-02-29 15:00:00,"[20, 17, 6, 9, 1]","20,17,6,9,1"
613_2024-05-20 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
613_2024-09-02 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
