session_id,services
1797_6,"[17, 15, 1, 9, 20]"
1797_7,"[11, 8, 12, 10, 14]"
1797_8,"[10, 13, 4, 11, 16]"
1797_9,"[12, 1, 11, 7, 9]"
1797_10,"[14, 1, 11, 2, 18]"
1797_11,"[3, 2, 19, 13, 4]"
1798_0,"[15, 18, 17, 6, 16]"
1798_1,"[8, 11, 18, 5, 2]"
1798_2,"[1, 14, 7, 12, 13]"
1798_3,"[10, 13, 4, 11, 16]"
1798_4,"[14, 1, 11, 2, 18]"
1798_5,"[7, 1, 18, 12, 2]"
1798_6,"[9, 17, 12, 13, 15]"
1798_7,"[3, 2, 19, 13, 4]"
1798_8,"[19, 3, 6, 12, 1]"
1798_9,"[15, 18, 17, 6, 16]"
1799_0,"[12, 1, 11, 7, 9]"
1799_1,"[9, 17, 12, 13, 15]"
1799_2,"[20, 17, 6, 9, 8]"
1799_3,"[1, 14, 7, 12, 13]"
1800_0,"[6, 18, 19, 15, 17]"
1800_1,"[6, 18, 19, 15, 17]"
1800_2,"[8, 11, 18, 5, 2]"
1800_3,"[3, 2, 19, 13, 4]"
1800_4,"[18, 6, 15, 8, 5]"
1800_5,"[12, 1, 11, 7, 9]"
1800_6,"[19, 3, 6, 12, 1]"
1800_7,"[13, 10, 1, 4, 18]"
1801_0,"[8, 11, 18, 5, 2]"
1801_1,"[4, 13, 10, 12, 17]"
1801_2,"[3, 2, 19, 13, 4]"
1801_3,"[6, 18, 19, 15, 17]"
1801_4,"[5, 18, 2, 8, 1]"
1801_5,"[11, 8, 12, 10, 14]"
1801_6,"[14, 1, 11, 2, 18]"
1801_7,"[2, 3, 5, 8, 7]"
1801_8,"[6, 18, 19, 15, 17]"
1801_9,"[4, 13, 10, 12, 17]"
1801_10,"[20, 17, 6, 9, 10]"
1801_11,"[4, 13, 10, 12, 17]"
1802_0,"[16, 1, 10, 15, 12]"
1802_1,"[9, 17, 12, 13, 15]"
1802_2,"[8, 11, 18, 5, 2]"
1802_3,"[15, 18, 17, 6, 16]"
1802_4,"[9, 17, 12, 13, 15]"
1802_5,"[17, 15, 1, 9, 20]"
1802_6,"[18, 6, 15, 8, 5]"
1802_7,"[10, 13, 4, 11, 16]"
1802_8,"[2, 3, 5, 8, 7]"
1802_9,"[8, 11, 18, 5, 2]"
1802_10,"[2, 3, 5, 8, 7]"
1802_11,"[18, 6, 15, 8, 5]"
1803_0,"[9, 17, 12, 13, 15]"
1803_1,"[15, 18, 17, 6, 16]"
1803_2,"[13, 10, 1, 4, 18]"
1803_3,"[5, 18, 2, 8, 1]"
1803_4,"[11, 8, 12, 10, 14]"
1803_5,"[20, 17, 6, 9, 7]"
1803_6,"[1, 14, 7, 12, 13]"
1803_7,"[8, 11, 18, 5, 2]"
1803_8,"[14, 1, 11, 2, 18]"
1803_9,"[4, 13, 10, 12, 17]"
1803_10,"[1, 14, 7, 12, 13]"
1804_0,"[18, 6, 15, 8, 5]"
1804_1,"[11, 8, 12, 10, 14]"
1804_2,"[20, 17, 6, 9, 10]"
1804_3,"[1, 14, 7, 12, 13]"
1805_0,"[5, 18, 2, 8, 1]"
1805_1,"[8, 11, 18, 5, 2]"
1805_2,"[9, 17, 12, 13, 15]"
1805_3,"[18, 6, 15, 8, 5]"
1805_4,"[16, 1, 10, 15, 12]"
1805_5,"[5, 18, 2, 8, 1]"
1805_6,"[10, 13, 4, 11, 16]"
1806_0,"[11, 8, 12, 10, 14]"
1806_1,"[9, 17, 12, 13, 15]"
1806_2,"[6, 18, 19, 15, 17]"
1806_3,"[2, 3, 5, 8, 7]"
1806_4,"[17, 15, 1, 9, 20]"
1806_5,"[13, 10, 1, 4, 18]"
1806_6,"[7, 1, 18, 12, 2]"
1806_7,"[1, 14, 7, 12, 13]"
1806_8,"[10, 13, 4, 11, 16]"
1806_9,"[13, 10, 1, 4, 18]"
1806_10,"[3, 2, 19, 13, 4]"
1806_11,"[4, 13, 10, 12, 17]"
1807_0,"[19, 3, 6, 12, 1]"
1807_1,"[18, 6, 15, 8, 5]"
1807_2,"[14, 1, 11, 2, 18]"
1807_3,"[19, 3, 6, 12, 1]"
1807_4,"[15, 18, 17, 6, 16]"
1807_5,"[20, 17, 6, 9, 11]"
1807_6,"[4, 13, 10, 12, 17]"
1807_7,"[14, 1, 11, 2, 18]"
1807_8,"[20, 17, 6, 9, 12]"
1808_0,"[7, 1, 18, 12, 2]"
1808_1,"[2, 3, 5, 8, 7]"
1808_2,"[19, 3, 6, 12, 1]"
1808_3,"[18, 6, 15, 8, 5]"
1808_4,"[5, 18, 2, 8, 1]"
1808_5,"[17, 15, 1, 9, 20]"
1809_0,"[5, 18, 2, 8, 1]"
1809_1,"[13, 10, 1, 4, 18]"
1809_2,"[16, 1, 10, 15, 12]"
1809_3,"[7, 1, 18, 12, 2]"
1809_4,"[11, 8, 12, 10, 14]"
1809_5,"[1, 14, 7, 12, 13]"
1809_6,"[12, 1, 11, 7, 9]"
1809_7,"[10, 13, 4, 11, 16]"
1810_0,"[3, 2, 19, 13, 4]"
1810_1,"[2, 3, 5, 8, 7]"
1810_2,"[4, 13, 10, 12, 17]"
1810_3,"[8, 11, 18, 5, 2]"
1810_4,"[11, 8, 12, 10, 14]"
1810_5,"[1, 14, 7, 12, 13]"
1810_6,"[1, 14, 7, 12, 13]"
1810_7,"[3, 2, 19, 13, 4]"
1810_8,"[15, 18, 17, 6, 16]"
1810_9,"[17, 15, 1, 9, 20]"
1810_10,"[20, 17, 6, 9, 13]"
1810_11,"[14, 1, 11, 2, 18]"
1810_12,"[19, 3, 6, 12, 1]"
1810_13,"[15, 18, 17, 6, 16]"
1810_14,"[15, 18, 17, 6, 16]"
1811_0,"[20, 17, 6, 9, 13]"
1811_1,"[19, 3, 6, 12, 1]"
1811_2,"[18, 6, 15, 8, 5]"
1811_3,"[3, 2, 19, 13, 4]"
1811_4,"[3, 2, 19, 13, 4]"
1811_5,"[14, 1, 11, 2, 18]"
1811_6,"[5, 18, 2, 8, 1]"
1811_7,"[20, 17, 6, 9, 4]"
1812_0,"[16, 1, 10, 15, 12]"
1812_1,"[6, 18, 19, 15, 17]"
1812_2,"[15, 18, 17, 6, 16]"
1812_3,"[18, 6, 15, 8, 5]"
1812_4,"[19, 3, 6, 12, 1]"
1812_5,"[18, 6, 15, 8, 5]"
1812_6,"[8, 11, 18, 5, 2]"
1812_7,"[1, 14, 7, 12, 13]"
1812_8,"[12, 1, 11, 7, 9]"
1812_9,"[3, 2, 19, 13, 4]"
1812_10,"[4, 13, 10, 12, 17]"
1813_0,"[2, 3, 5, 8, 7]"
1813_1,"[20, 17, 6, 9, 16]"
1813_2,"[12, 1, 11, 7, 9]"
1813_3,"[18, 6, 15, 8, 5]"
1813_4,"[17, 15, 1, 9, 20]"
1813_5,"[15, 18, 17, 6, 16]"
1813_6,"[15, 18, 17, 6, 16]"
1813_7,"[13, 10, 1, 4, 18]"
1813_8,"[20, 17, 6, 9, 13]"
1813_9,"[11, 8, 12, 10, 14]"
1813_10,"[8, 11, 18, 5, 2]"
1814_0,"[11, 8, 12, 10, 14]"
1814_1,"[12, 1, 11, 7, 9]"
1814_2,"[19, 3, 6, 12, 1]"
1814_3,"[16, 1, 10, 15, 12]"
1814_4,"[8, 11, 18, 5, 2]"
1814_5,"[7, 1, 18, 12, 2]"
1814_6,"[1, 14, 7, 12, 13]"
1814_7,"[12, 1, 11, 7, 9]"
1814_8,"[1, 14, 7, 12, 13]"
1815_0,"[16, 1, 10, 15, 12]"
1815_1,"[7, 1, 18, 12, 2]"
1815_2,"[14, 1, 11, 2, 18]"
1815_3,"[4, 13, 10, 12, 17]"
1815_4,"[2, 3, 5, 8, 7]"
1815_5,"[4, 13, 10, 12, 17]"
1815_6,"[20, 17, 6, 9, 15]"
1815_7,"[17, 15, 1, 9, 20]"
1816_0,"[12, 1, 11, 7, 9]"
1816_1,"[20, 17, 6, 9, 15]"
1816_2,"[16, 1, 10, 15, 12]"
1816_3,"[3, 2, 19, 13, 4]"
1816_4,"[14, 1, 11, 2, 18]"
1816_5,"[3, 2, 19, 13, 4]"
1816_6,"[18, 6, 15, 8, 5]"
1816_7,"[1, 14, 7, 12, 13]"
1816_8,"[13, 10, 1, 4, 18]"
1817_0,"[10, 13, 4, 11, 16]"
1817_1,"[18, 6, 15, 8, 5]"
1817_2,"[5, 18, 2, 8, 1]"
1817_3,"[8, 11, 18, 5, 2]"
1817_4,"[20, 17, 6, 9, 3]"
1817_5,"[8, 11, 18, 5, 2]"
1817_6,"[12, 1, 11, 7, 9]"
1818_0,"[11, 8, 12, 10, 14]"
1818_1,"[16, 1, 10, 15, 12]"
1818_2,"[18, 6, 15, 8, 5]"
1818_3,"[18, 6, 15, 8, 5]"
1818_4,"[11, 8, 12, 10, 14]"
1818_5,"[3, 2, 19, 13, 4]"
1819_0,"[14, 1, 11, 2, 18]"
1819_1,"[20, 17, 6, 9, 2]"
1819_2,"[4, 13, 10, 12, 17]"
1819_3,"[5, 18, 2, 8, 1]"
1819_4,"[9, 17, 12, 13, 15]"
1819_5,"[13, 10, 1, 4, 18]"
1819_6,"[3, 2, 19, 13, 4]"
1819_7,"[5, 18, 2, 8, 1]"
1819_8,"[17, 15, 1, 9, 20]"
1820_0,"[5, 18, 2, 8, 1]"
1820_1,"[13, 10, 1, 4, 18]"
1820_2,"[7, 1, 18, 12, 2]"
1820_3,"[10, 13, 4, 11, 16]"
1820_4,"[20, 17, 6, 9, 2]"
1820_5,"[4, 13, 10, 12, 17]"
1820_6,"[16, 1, 10, 15, 12]"
1820_7,"[4, 13, 10, 12, 17]"
1820_8,"[15, 18, 17, 6, 16]"
1821_0,"[9, 17, 12, 13, 15]"
1821_1,"[8, 11, 18, 5, 2]"
1821_2,"[20, 17, 6, 9, 8]"
1821_3,"[3, 2, 19, 13, 4]"
1821_4,"[1, 14, 7, 12, 13]"
1821_5,"[8, 11, 18, 5, 2]"
1821_6,"[9, 17, 12, 13, 15]"
1821_7,"[19, 3, 6, 12, 1]"
1821_8,"[6, 18, 19, 15, 17]"
1821_9,"[20, 17, 6, 9, 16]"
1821_10,"[5, 18, 2, 8, 1]"
1821_11,"[9, 17, 12, 13, 15]"
1821_12,"[14, 1, 11, 2, 18]"
1821_13,"[12, 1, 11, 7, 9]"
1822_0,"[18, 6, 15, 8, 5]"
1822_1,"[2, 3, 5, 8, 7]"
1822_2,"[18, 6, 15, 8, 5]"
1822_3,"[6, 18, 19, 15, 17]"
1822_4,"[19, 3, 6, 12, 1]"
1822_5,"[17, 15, 1, 9, 20]"
1822_6,"[15, 18, 17, 6, 16]"
1822_7,"[2, 3, 5, 8, 7]"
1822_8,"[6, 18, 19, 15, 17]"
1822_9,"[13, 10, 1, 4, 18]"
1822_10,"[4, 13, 10, 12, 17]"
1822_11,"[6, 18, 19, 15, 17]"
1822_12,"[16, 1, 10, 15, 12]"
1822_13,"[15, 18, 17, 6, 16]"
1823_0,"[11, 8, 12, 10, 14]"
1823_1,"[15, 18, 17, 6, 16]"
1823_2,"[17, 15, 1, 9, 20]"
1823_3,"[10, 13, 4, 11, 16]"
1823_4,"[16, 1, 10, 15, 12]"
1823_5,"[15, 18, 17, 6, 16]"
1823_6,"[2, 3, 5, 8, 7]"
1823_7,"[19, 3, 6, 12, 1]"
1823_8,"[11, 8, 12, 10, 14]"
1823_9,"[7, 1, 18, 12, 2]"
1823_10,"[2, 3, 5, 8, 7]"
1823_11,"[15, 18, 17, 6, 16]"
1823_12,"[6, 18, 19, 15, 17]"
1824_0,"[7, 1, 18, 12, 2]"
1824_1,"[7, 1, 18, 12, 2]"
1824_2,"[6, 18, 19, 15, 17]"
1824_3,"[4, 13, 10, 12, 17]"
1824_4,"[6, 18, 19, 15, 17]"
1824_5,"[17, 15, 1, 9, 20]"
1824_6,"[11, 8, 12, 10, 14]"
1824_7,"[9, 17, 12, 13, 15]"
1825_0,"[8, 11, 18, 5, 2]"
1825_1,"[9, 17, 12, 13, 15]"
1825_2,"[8, 11, 18, 5, 2]"
1825_3,"[5, 18, 2, 8, 1]"
1825_4,"[5, 18, 2, 8, 1]"
1826_0,"[11, 8, 12, 10, 14]"
1826_1,"[15, 18, 17, 6, 16]"
1826_2,"[20, 17, 6, 9, 1]"
1826_3,"[6, 18, 19, 15, 17]"
1826_4,"[11, 8, 12, 10, 14]"
1826_5,"[4, 13, 10, 12, 17]"
1826_6,"[6, 18, 19, 15, 17]"
1827_0,"[14, 1, 11, 2, 18]"
1827_1,"[15, 18, 17, 6, 16]"
1827_2,"[5, 18, 2, 8, 1]"
1827_3,"[18, 6, 15, 8, 5]"
1827_4,"[18, 6, 15, 8, 5]"
1827_5,"[14, 1, 11, 2, 18]"
1827_6,"[11, 8, 12, 10, 14]"
1827_7,"[10, 13, 4, 11, 16]"
1828_0,"[1, 14, 7, 12, 13]"
1828_1,"[11, 8, 12, 10, 14]"
1828_2,"[19, 3, 6, 12, 1]"
1828_3,"[20, 17, 6, 9, 4]"
1828_4,"[5, 18, 2, 8, 1]"
1828_5,"[15, 18, 17, 6, 16]"
1828_6,"[18, 6, 15, 8, 5]"
1828_7,"[17, 15, 1, 9, 20]"
1829_0,"[13, 10, 1, 4, 18]"
1829_1,"[8, 11, 18, 5, 2]"
1829_2,"[5, 18, 2, 8, 1]"
1829_3,"[7, 1, 18, 12, 2]"
1829_4,"[4, 13, 10, 12, 17]"
1829_5,"[4, 13, 10, 12, 17]"
1829_6,"[19, 3, 6, 12, 1]"
1829_7,"[16, 1, 10, 15, 12]"
1830_0,"[12, 1, 11, 7, 9]"
1830_1,"[2, 3, 5, 8, 7]"
1830_2,"[7, 1, 18, 12, 2]"
1830_3,"[16, 1, 10, 15, 12]"
1830_4,"[3, 4, 2, 19, 13]"
1830_5,"[16, 1, 10, 15, 12]"
1830_6,"[6, 18, 19, 15, 17]"
1830_7,"[12, 1, 11, 7, 9]"
1830_8,"[15, 18, 17, 6, 16]"
1830_9,"[16, 1, 10, 15, 12]"
1831_0,"[14, 1, 11, 2, 18]"
1831_1,"[12, 1, 11, 7, 9]"
1831_2,"[4, 13, 10, 12, 17]"
1831_3,"[1, 14, 7, 12, 13]"
1831_4,"[2, 3, 5, 8, 7]"
1831_5,"[18, 6, 15, 8, 5]"
1831_6,"[11, 8, 12, 10, 14]"
1831_7,"[18, 6, 15, 8, 5]"
1831_8,"[6, 18, 19, 15, 17]"
1831_9,"[5, 18, 2, 8, 1]"
1831_10,"[14, 1, 11, 2, 18]"
1832_0,"[12, 1, 11, 7, 9]"
1832_1,"[6, 18, 19, 15, 17]"
1832_2,"[6, 18, 19, 15, 17]"
1832_3,"[12, 1, 11, 7, 9]"
1832_4,"[19, 3, 6, 12, 1]"
1832_5,"[18, 6, 15, 8, 5]"
1832_6,"[19, 3, 6, 12, 1]"
1832_7,"[9, 17, 12, 13, 15]"
1833_0,"[5, 18, 2, 8, 1]"
1833_1,"[2, 3, 5, 8, 7]"
1833_2,"[13, 10, 1, 4, 18]"
1833_3,"[16, 1, 10, 15, 12]"
1833_4,"[11, 8, 12, 10, 14]"
1833_5,"[18, 6, 15, 8, 5]"
1833_6,"[2, 3, 5, 8, 7]"
1833_7,"[19, 3, 6, 12, 1]"
1834_0,"[13, 10, 1, 4, 18]"
1834_1,"[7, 1, 18, 12, 2]"
1834_2,"[4, 13, 10, 12, 17]"
1834_3,"[20, 17, 6, 9, 16]"
1834_4,"[16, 1, 10, 15, 12]"
1834_5,"[17, 15, 1, 9, 20]"
1834_6,"[14, 1, 11, 2, 18]"
1834_7,"[18, 6, 15, 8, 5]"
1834_8,"[17, 15, 1, 9, 20]"
1834_9,"[19, 3, 6, 12, 1]"
1835_0,"[2, 3, 5, 8, 7]"
1835_1,"[3, 2, 19, 13, 4]"
1835_2,"[7, 1, 18, 12, 2]"
1835_3,"[1, 14, 7, 12, 13]"
1835_4,"[15, 18, 17, 6, 16]"
1835_5,"[12, 1, 11, 7, 9]"
1835_6,"[19, 3, 6, 12, 1]"
1835_7,"[15, 18, 17, 6, 16]"
1836_0,"[15, 18, 17, 6, 16]"
1836_1,"[1, 14, 7, 12, 13]"
1836_2,"[8, 11, 18, 5, 2]"
1836_3,"[7, 1, 18, 12, 2]"
1836_4,"[12, 1, 11, 7, 9]"
1836_5,"[11, 8, 12, 10, 14]"
1837_0,"[8, 11, 18, 5, 2]"
1837_1,"[12, 1, 11, 7, 9]"
1837_2,"[16, 1, 10, 15, 12]"
1837_3,"[13, 10, 1, 4, 18]"
1837_4,"[19, 3, 6, 12, 1]"
1837_5,"[6, 18, 19, 15, 17]"
1837_6,"[19, 3, 6, 12, 1]"
1837_7,"[10, 13, 4, 11, 16]"
1837_8,"[2, 3, 5, 8, 7]"
1837_9,"[18, 6, 15, 8, 5]"
1838_0,"[8, 11, 18, 5, 2]"
1838_1,"[20, 17, 6, 9, 12]"
1838_2,"[14, 1, 11, 2, 18]"
1838_3,"[13, 10, 1, 4, 18]"
1838_4,"[12, 1, 11, 7, 9]"
1838_5,"[11, 8, 12, 10, 14]"
1839_0,"[16, 1, 10, 15, 12]"
1839_1,"[16, 1, 10, 15, 12]"
1839_2,"[4, 13, 10, 12, 17]"
1839_3,"[11, 8, 12, 10, 14]"
1839_4,"[3, 2, 19, 13, 4]"
1839_5,"[12, 1, 11, 7, 9]"
1839_6,"[3, 2, 19, 13, 4]"
1839_7,"[2, 3, 5, 8, 7]"
1839_8,"[12, 1, 11, 7, 9]"
1839_9,"[16, 1, 10, 15, 12]"
1840_0,"[9, 17, 12, 13, 15]"
1840_1,"[14, 1, 11, 2, 18]"
1840_2,"[9, 17, 12, 13, 15]"
1840_3,"[14, 1, 11, 2, 18]"
1840_4,"[12, 1, 11, 7, 9]"
1840_5,"[12, 1, 11, 7, 9]"
1840_6,"[18, 6, 15, 8, 5]"
1840_7,"[20, 17, 6, 9, 13]"
1840_8,"[19, 3, 6, 12, 1]"
1840_9,"[12, 1, 11, 7, 9]"
1840_10,"[19, 3, 6, 12, 1]"
1840_11,"[17, 15, 1, 9, 20]"
1840_12,"[18, 6, 15, 8, 5]"
1840_13,"[17, 15, 1, 9, 20]"
1840_14,"[12, 1, 11, 7, 9]"
1840_15,"[2, 3, 5, 8, 7]"
1841_0,"[8, 11, 18, 5, 2]"
1841_1,"[3, 2, 19, 13, 4]"
1841_2,"[19, 3, 6, 12, 1]"
1841_3,"[2, 3, 5, 8, 7]"
1841_4,"[3, 2, 19, 13, 4]"
1841_5,"[15, 18, 17, 6, 16]"
1841_6,"[3, 2, 19, 13, 4]"
1842_0,"[2, 3, 5, 8, 7]"
1842_1,"[9, 17, 12, 13, 15]"
1842_2,"[18, 6, 15, 8, 5]"
1842_3,"[8, 11, 18, 5, 2]"
1842_4,"[5, 18, 2, 8, 1]"
1842_5,"[5, 18, 2, 8, 1]"
1842_6,"[5, 18, 2, 8, 1]"
1842_7,"[15, 18, 17, 6, 16]"
1842_8,"[2, 3, 5, 8, 7]"
1843_0,"[19, 3, 6, 12, 1]"
1843_1,"[19, 3, 6, 12, 1]"
1843_2,"[2, 3, 5, 8, 7]"
1843_3,"[8, 11, 18, 5, 2]"
1843_4,"[19, 3, 6, 12, 1]"
1843_5,"[5, 18, 2, 8, 1]"
1843_6,"[6, 18, 19, 15, 17]"
1843_7,"[3, 2, 19, 13, 4]"
1843_8,"[19, 3, 6, 12, 1]"
1843_9,"[8, 11, 18, 5, 2]"
1844_0,"[14, 1, 11, 2, 18]"
1844_1,"[1, 14, 7, 12, 13]"
1844_2,"[14, 1, 11, 2, 18]"
1844_3,"[14, 1, 11, 2, 18]"
1844_4,"[15, 18, 17, 6, 16]"
1844_5,"[3, 2, 19, 13, 4]"
1844_6,"[3, 2, 19, 13, 4]"
1844_7,"[16, 1, 10, 15, 12]"
1845_0,"[12, 1, 11, 7, 9]"
1845_1,"[6, 18, 19, 15, 17]"
1845_2,"[10, 13, 4, 11, 16]"
1845_3,"[16, 1, 10, 15, 12]"
1845_4,"[4, 13, 10, 12, 17]"
1845_5,"[14, 1, 11, 2, 18]"
1845_6,"[9, 17, 12, 13, 15]"
1845_7,"[16, 1, 10, 15, 12]"
1845_8,"[17, 15, 1, 9, 20]"
1845_9,"[3, 2, 19, 13, 4]"
1845_10,"[19, 3, 6, 12, 1]"
1845_11,"[1, 14, 7, 12, 13]"
1845_12,"[16, 1, 10, 15, 12]"
1845_13,"[1, 14, 7, 12, 13]"
1846_0,"[8, 11, 18, 5, 2]"
1846_1,"[3, 2, 19, 13, 4]"
1846_2,"[9, 17, 12, 13, 15]"
1846_3,"[17, 15, 1, 9, 20]"
1846_4,"[5, 18, 2, 8, 1]"
1846_5,"[4, 13, 10, 12, 17]"
1846_6,"[13, 10, 1, 4, 18]"
1846_7,"[7, 1, 18, 12, 2]"
1846_8,"[15, 18, 17, 6, 16]"
1847_0,"[9, 17, 12, 13, 15]"
1847_1,"[4, 13, 10, 12, 17]"
1847_2,"[3, 2, 19, 13, 4]"
1847_3,"[20, 17, 6, 9, 7]"
1847_4,"[19, 3, 6, 12, 1]"
1847_5,"[5, 18, 2, 8, 1]"
1847_6,"[3, 2, 19, 13, 4]"
1848_0,"[13, 10, 1, 4, 18]"
1848_1,"[8, 11, 18, 5, 2]"
1848_2,"[15, 18, 17, 6, 16]"
1848_3,"[16, 1, 10, 15, 12]"
1848_4,"[2, 3, 5, 8, 7]"
1848_5,"[12, 1, 11, 7, 9]"
1848_6,"[20, 17, 6, 9, 18]"
1848_7,"[4, 13, 10, 12, 17]"
1849_0,"[8, 11, 18, 5, 2]"
1849_1,"[3, 2, 19, 13, 4]"
1849_2,"[14, 1, 11, 2, 18]"
1849_3,"[13, 10, 1, 4, 18]"
1849_4,"[14, 1, 11, 2, 18]"
1849_5,"[8, 11, 18, 5, 2]"
1849_6,"[11, 8, 12, 10, 14]"
1849_7,"[8, 11, 18, 5, 2]"
1849_8,"[13, 10, 1, 4, 18]"
1849_9,"[8, 9, 11, 18, 5]"
1849_10,"[9, 17, 12, 13, 15]"
1850_0,"[20, 17, 6, 9, 2]"
1850_1,"[17, 15, 1, 9, 20]"
1850_2,"[7, 1, 18, 12, 2]"
1850_3,"[11, 8, 12, 10, 14]"
1850_4,"[8, 11, 18, 5, 2]"
1850_5,"[8, 11, 18, 5, 2]"
1850_6,"[15, 18, 17, 6, 16]"
1850_7,"[4, 13, 10, 12, 17]"
1850_8,"[7, 1, 18, 12, 2]"
1851_0,"[18, 6, 15, 8, 5]"
1851_1,"[10, 13, 4, 11, 16]"
1851_2,"[11, 8, 12, 10, 14]"
1851_3,"[13, 10, 1, 4, 18]"
1851_4,"[12, 1, 11, 7, 9]"
1851_5,"[8, 11, 18, 5, 2]"
1851_6,"[6, 18, 19, 15, 17]"
1852_0,"[16, 1, 10, 15, 12]"
1852_1,"[8, 11, 18, 5, 2]"
1852_2,"[3, 2, 19, 13, 4]"
1852_3,"[3, 2, 19, 13, 4]"
1852_4,"[17, 15, 1, 9, 20]"
1852_5,"[7, 1, 18, 12, 2]"
1852_6,"[8, 11, 18, 5, 2]"
1852_7,"[20, 17, 6, 9, 14]"
1852_8,"[2, 3, 5, 8, 7]"
1853_0,"[5, 18, 2, 8, 1]"
1853_1,"[1, 14, 7, 12, 13]"
1853_2,"[16, 1, 10, 15, 12]"
1853_3,"[1, 14, 7, 12, 13]"
1853_4,"[9, 17, 12, 13, 15]"
1853_5,"[19, 3, 6, 12, 1]"
1853_6,"[20, 17, 6, 9, 4]"
1853_7,"[1, 14, 7, 12, 13]"
1854_0,"[7, 1, 18, 12, 2]"
1854_1,"[4, 13, 10, 12, 17]"
1854_2,"[11, 8, 12, 10, 14]"
1854_3,"[16, 1, 10, 15, 12]"
1854_4,"[16, 1, 10, 15, 12]"
1854_5,"[19, 3, 6, 12, 1]"
1854_6,"[11, 8, 12, 10, 14]"
1854_7,"[16, 1, 10, 15, 12]"
1854_8,"[9, 17, 12, 13, 15]"
1855_0,"[15, 18, 17, 6, 16]"
1855_1,"[20, 17, 6, 9, 11]"
1855_2,"[8, 11, 18, 5, 2]"
1855_3,"[10, 13, 4, 11, 16]"
1855_4,"[16, 1, 10, 15, 12]"
1855_5,"[17, 15, 1, 9, 20]"
1855_6,"[17, 15, 1, 9, 20]"
1855_7,"[8, 11, 18, 5, 2]"
1855_8,"[8, 11, 18, 5, 2]"
1855_9,"[2, 3, 5, 8, 7]"
1855_10,"[2, 3, 5, 8, 7]"
1855_11,"[15, 18, 17, 6, 16]"
1855_12,"[9, 17, 12, 13, 15]"
1856_0,"[15, 18, 17, 6, 16]"
1856_1,"[11, 8, 12, 10, 14]"
1856_2,"[16, 1, 10, 15, 12]"
1856_3,"[18, 6, 15, 8, 5]"
1856_4,"[1, 14, 7, 12, 13]"
1856_5,"[17, 15, 1, 9, 20]"
1857_0,"[15, 18, 17, 6, 16]"
1857_1,"[2, 3, 5, 8, 7]"
1857_2,"[12, 1, 11, 7, 9]"
1857_3,"[15, 18, 17, 6, 16]"
1857_4,"[19, 3, 6, 12, 1]"
1857_5,"[17, 15, 1, 9, 20]"
1857_6,"[10, 13, 4, 11, 16]"
1857_7,"[15, 18, 17, 6, 16]"
1857_8,"[18, 6, 15, 8, 5]"
1857_9,"[13, 10, 1, 4, 18]"
1857_10,"[16, 1, 10, 15, 12]"
1857_11,"[5, 18, 2, 8, 1]"
1858_0,"[1, 14, 7, 12, 13]"
1858_1,"[20, 17, 6, 9, 19]"
1858_2,"[11, 8, 12, 10, 14]"
1858_3,"[8, 11, 18, 5, 2]"
1858_4,"[10, 13, 4, 11, 16]"
1858_5,"[16, 1, 10, 15, 12]"
1858_6,"[15, 18, 17, 6, 16]"
1858_7,"[15, 18, 17, 6, 16]"
1858_8,"[5, 18, 2, 8, 1]"
1858_9,"[2, 3, 5, 8, 7]"
1858_10,"[12, 1, 11, 7, 9]"
1859_0,"[11, 8, 12, 10, 14]"
1859_1,"[12, 1, 11, 7, 9]"
1859_2,"[8, 11, 18, 5, 2]"
1859_3,"[1, 14, 7, 12, 13]"
1859_4,"[11, 8, 12, 10, 14]"
1859_5,"[4, 13, 10, 12, 17]"
1859_6,"[2, 3, 5, 8, 7]"
1859_7,"[1, 14, 7, 12, 13]"
1859_8,"[5, 18, 2, 8, 1]"
1859_9,"[12, 1, 11, 7, 9]"
1859_10,"[6, 18, 19, 15, 17]"
1859_11,"[3, 2, 19, 13, 4]"
1859_12,"[1, 14, 7, 12, 13]"
1859_13,"[17, 15, 1, 9, 20]"
1860_0,"[20, 17, 6, 9, 7]"
1860_1,"[7, 1, 18, 12, 2]"
1860_2,"[8, 11, 18, 5, 2]"
1860_3,"[19, 3, 6, 12, 1]"
1860_4,"[20, 17, 6, 9, 1]"
1860_5,"[11, 8, 12, 10, 14]"
1860_6,"[18, 6, 15, 8, 5]"
1860_7,"[8, 11, 18, 5, 2]"
1861_0,"[7, 1, 18, 12, 2]"
1861_1,"[15, 18, 17, 6, 16]"
1861_2,"[12, 1, 11, 7, 9]"
1861_3,"[17, 15, 1, 9, 20]"
1861_4,"[11, 8, 12, 10, 14]"
1861_5,"[5, 18, 2, 8, 1]"
1861_6,"[12, 1, 11, 7, 9]"
1862_0,"[20, 17, 6, 9, 15]"
1862_1,"[8, 11, 18, 5, 2]"
1862_2,"[18, 6, 15, 8, 5]"
1862_3,"[18, 6, 15, 8, 5]"
1863_0,"[11, 8, 12, 10, 14]"
1863_1,"[11, 8, 12, 10, 14]"
1863_2,"[7, 1, 18, 12, 2]"
1863_3,"[20, 17, 6, 9, 18]"
1863_4,"[1, 14, 7, 12, 13]"
1863_5,"[10, 13, 4, 11, 16]"
1863_6,"[19, 3, 6, 12, 1]"
1863_7,"[17, 15, 1, 9, 20]"
1863_8,"[1, 14, 7, 12, 13]"
